LOSERS BRACKET,,
Player,Score,Link
Handford,$173.475,https://youtu.be/a2qfM38uAtM
meow,$175.660,https://youtu.be/1w_zkEtS-8E
animal,$187.155,https://youtu.be/7ukh5pv-olY
Dollar $ign,$173.540,https://www.youtube.com/watch?v=7G0ACDyPuSo
lenndoli,$185.115,https://youtu.be/4ZvMduSSZ1U
Guanium,$168.880,https://youtu.be/Oe5Walk1aOU
Kapu,$189.365,https://youtu.be/fIEK_7tb0yg
Katabu,$240.580,https://www.youtube.com/watch?v=OdCSVKeZPxQ
